               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.027498,            0.011092,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050317,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.045245,           0.0066413,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050317,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.046107,            0.008951,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042732,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.024126,            0.008163,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042732,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.028474,           0.0093096,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041438,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.032533,            0.011725,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041438,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.028313,            0.010922,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042716,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.029193,            0.010511,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042716,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.029114,           0.0098146,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041918,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.026163,           0.0097757,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041918,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.026611,           0.0082917,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042375,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.026964,           0.0080439,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042375,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.029346,           0.0089159,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045402,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.026238,           0.0077196,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045402,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.026722,           0.0073846,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049752,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.027836,           0.0086434,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049752,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.026307,           0.0085806,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048063,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.029309,            0.011123,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048063,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.027919,           0.0070083,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051095,                   0,            0.004522,            0.004522,            0.004522
                 168,             0.02673,           0.0071172,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051095,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.026328,           0.0084243,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050386,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.032185,           0.0095984,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050386,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.030354,             0.00967,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051485,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.029546,            0.010041,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051485,                   0,            0.004357,            0.004357,            0.004357
                 173,             0.02564,            0.011129,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049013,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.022449,           0.0080892,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049013,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.029336,           0.0087656,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049373,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.033354,           0.0079919,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049373,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.029925,            0.010436,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047854,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.026538,            0.012559,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047854,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.022586,           0.0096186,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049356,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.024423,           0.0073554,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049356,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.022763,            0.010036,                   0,                   0,                   0,                   0,                   0,                   0,            0.005099,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.027091,           0.0095086,                   0,                   0,                   0,                   0,                   0,                   0,            0.005099,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.026315,           0.0094816,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050492,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.027232,            0.010812,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050492,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.024949,            0.010453,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052194,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.022759,           0.0096317,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052194,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.028159,           0.0075114,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049824,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.028383,           0.0080459,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049824,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.028679,            0.010679,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048964,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.020293,           0.0081205,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048964,                   0,            0.003763,            0.003763,            0.003763
                 191,             0.02746,           0.0078735,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046489,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.028675,           0.0076249,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046489,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.025325,           0.0090627,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046071,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.02675,           0.0080158,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046071,                   0,            0.003631,            0.003631,            0.003631
                 195,             0.02907,           0.0077674,                   0,                   0,                   0,                   0,                   0,                   0,            0.004209,                   0,            0.003598,            0.003598,            0.003598
                 196,             0.02502,            0.010636,                   0,                   0,                   0,                   0,                   0,                   0,            0.004209,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.023385,           0.0087012,                   0,                   0,                   0,                   0,                   0,                   0,            0.004104,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.021176,           0.0086732,                   0,                   0,                   0,                   0,                   0,                   0,            0.004104,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.020563,           0.0061161,                   0,                   0,                   0,                   0,                   0,                   0,            0.004041,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.027855,           0.0092045,                   0,                   0,                   0,                   0,                   0,                   0,            0.004041,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.019973,           0.0072479,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041507,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.028397,           0.0098956,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041507,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.028577,           0.0084864,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041081,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.022791,           0.0096902,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041081,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.023607,             0.00769,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042604,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.025809,           0.0077012,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042604,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.030387,            0.010171,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043271,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.018359,           0.0076537,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043271,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.019899,           0.0068702,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044264,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.024463,           0.0089664,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044264,                   0,            0.003103,            0.003103,            0.003103
                 211,             0.02216,           0.0064187,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046293,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.022103,           0.0086042,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046293,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.022904,            0.007089,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045983,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.022543,           0.0088353,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045983,                   0,            0.002971,            0.002971,            0.002971
                 215,             0.01892,           0.0082651,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047621,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.021323,           0.0081222,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047621,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.023095,            0.009271,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048772,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.020447,           0.0092604,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048772,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.021368,           0.0097833,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048718,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.018756,           0.0053054,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048718,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.018061,           0.0091852,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049591,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.025267,           0.0072829,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049591,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.019638,           0.0085206,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049847,                   0,            0.002674,            0.002674,            0.002674
                 224,             0.01835,           0.0062039,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049847,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.022045,            0.006133,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048053,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.025509,           0.0087114,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048053,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.021719,           0.0071092,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047426,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.020675,           0.0086966,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047426,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.018544,           0.0073939,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048687,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.019593,             0.01156,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048687,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.024283,            0.005993,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050299,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.017707,           0.0089234,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050299,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.018037,           0.0064493,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050404,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.024204,           0.0089546,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050404,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.015455,           0.0058648,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052904,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.020415,           0.0075281,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052904,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.020859,           0.0095075,                   0,                   0,                   0,                   0,                   0,                   0,            0.005234,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.019667,           0.0098016,                   0,                   0,                   0,                   0,                   0,                   0,            0.005234,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.017629,             0.00838,                   0,                   0,                   0,                   0,                   0,                   0,            0.005337,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.019576,           0.0078584,                   0,                   0,                   0,                   0,                   0,                   0,            0.005337,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.020618,           0.0065228,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052258,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.022195,           0.0084253,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052258,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.020577,            0.010759,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052194,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.020225,           0.0068494,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052194,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.018559,           0.0049014,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052096,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.020589,            0.012281,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052096,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.019477,           0.0074909,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052493,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.014608,           0.0060359,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052493,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.017526,           0.0078584,                   0,                   0,                   0,                   0,                   0,                   0,            0.005232,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.021228,           0.0086264,                   0,                   0,                   0,                   0,                   0,                   0,            0.005232,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.016397,           0.0071189,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052341,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.019054,           0.0072759,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052341,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.016885,           0.0053027,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051278,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.017342,           0.0074692,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051278,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.014808,            0.005716,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051282,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.016895,           0.0056546,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051282,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.016781,           0.0062435,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051605,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.022832,           0.0061061,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051605,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.016635,           0.0074318,                   0,                   0,                   0,                   0,                   0,                   0,            0.005101,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.015702,           0.0055362,                   0,                   0,                   0,                   0,                   0,                   0,            0.005101,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.016874,           0.0058733,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051701,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.017324,           0.0060905,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051701,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.015864,           0.0069031,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052264,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.019533,           0.0068987,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052264,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.019496,           0.0069806,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052673,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.017073,           0.0079005,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052673,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.019024,           0.0080683,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053202,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.015932,            0.007208,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053202,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.014796,           0.0068842,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053339,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.015582,           0.0062918,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053339,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.017394,            0.008307,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053681,                   0,             0.00109,             0.00109,             0.00109
                 272,             0.01808,           0.0074227,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053681,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.017087,           0.0048168,                   0,                   0,                   0,                   0,                   0,                   0,            0.005408,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.016904,           0.0073861,                   0,                   0,                   0,                   0,                   0,                   0,            0.005408,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.013546,           0.0056575,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054798,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.016339,           0.0057345,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054798,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.019569,            0.005549,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055281,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.016785,           0.0078361,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055281,                   0,            0.000859,            0.000859,            0.000859
                 279,             0.01357,            0.006489,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056104,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.017821,           0.0070553,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056104,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.018496,           0.0075059,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056928,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.013554,           0.0063294,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056928,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.014821,           0.0067243,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057472,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.016267,           0.0075416,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057472,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.017463,           0.0063922,                   0,                   0,                   0,                   0,                   0,                   0,            0.005792,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.015638,           0.0063247,                   0,                   0,                   0,                   0,                   0,                   0,            0.005792,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.014453,           0.0056902,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058192,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.015057,            0.007148,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058192,                   0,            0.000529,            0.000529,            0.000529
                 289,           0.0099461,           0.0040263,                   0,                   0,                   0,                   0,                   0,                   0,            0.005827,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.017389,            0.008234,                   0,                   0,                   0,                   0,                   0,                   0,            0.005827,                   0,            0.000463,            0.000463,            0.000463
                 291,             0.01423,           0.0069236,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058581,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.016742,           0.0068085,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058581,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.016276,           0.0094816,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058781,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.012722,           0.0048987,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058781,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.016868,           0.0057758,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058849,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.016949,           0.0071875,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058849,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.013504,           0.0059208,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058735,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.015277,           0.0074445,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058735,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.015938,           0.0049801,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059118,                   0,            0.000166,            0.000166,            0.000166
